"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16939-57348","RB","Glenn","","Winston","-2.799999952316284","1","4500","PIT@CLE","CLE","PIT","IR","Shoulder","",""
"16939-54280","WR","Duke","","Williams","0","0","4500","MIA@LA","LA","MIA","","","",""
"16939-24589","WR","Jaron","","Brown","5.033333460489909","6","4500","ARI@MIN","ARI","MIN","IR","Knee","",""
"16939-12305","RB","Will","","Tukuafu","0","1","4500","PHI@SEA","SEA","PHI","","","",""
"16939-14355","TE","Niles","","Paul","1.850000023841858","2","4500","GB@WAS","WAS","GB","IR","Shoulder","",""
"16939-14358","WR","Dwayne","","Harris","-0.2222222222222222","9","4500","CHI@NYG","NYG","CHI","","","",""
"16939-27672","TE","Matt","","LaCosse","3.700000047683716","1","4500","CHI@NYG","NYG","CHI","IR","Knee","",""
"16939-29723","RB","Stepfan","","Taylor","0.6000000238418579","2","4500","ARI@MIN","ARI","MIN","","","",""
"16939-14369","RB","Jordan","","Todman","1","6","4500","TEN@IND","IND","TEN","","","",""
"16939-26657","RB","Christian","","Powell","0","0","4500","PIT@CLE","PIT","CLE","","","",""
"16939-32807","TE","Anthony","","Denham","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16939-62505","TE","MyCole","","Pruitt","1.2000000476837158","1","4500","ARI@MIN","MIN","ARI","","","",""
"16939-21547","RB","Will","","Johnson","2.2600000381469725","5","4500","CHI@NYG","NYG","CHI","IR","Shoulder","",""
"16939-27692","RB","Josh","","Ferguson","3.049999952316284","8","4500","TEN@IND","IND","TEN","","","",""
"16939-62508","TE","James","","O'Shaughnessy","0.5","1","4500","TB@KC","KC","TB","","","",""
"16939-28721","RB","Brandon","","Cottom","0","0","4500","PHI@SEA","SEA","PHI","IR","Achilles","",""
"16939-62515","TE","Neal","","Sterling","1.5","1","4500","JAC@DET","JAC","DET","Q","Foot","",""
"16939-28735","WR","Daniel","","Anthrop","0","0","4500","TEN@IND","IND","TEN","","","",""
"16939-14406","RB","Bruce","","Miller","2.589999961853027","10","4500","NE@SF","SF","NE","","","",""
"16939-28744","RB","Raheem","","Mostert","-0.25","8","4500","CHI@NYG","CHI","NYG","","","",""
"16939-29768","RB","Patrick","","Skov","0","0","4500","PIT@CLE","CLE","PIT","","","",""
"16939-48224","TE","Wes","","Saxton","0","1","4500","GB@WAS","WAS","GB","","","",""
"16939-24679","RB","Zac","","Brooks","0","0","4500","TB@KC","KC","TB","","","",""
"16939-24682","RB","Andre","","Ellington","1.2666666242811415","9","4500","ARI@MIN","ARI","MIN","","","",""
"16939-29805","RB","Ryan","","Hewitt","1.5444444020589192","9","4500","BUF@CIN","CIN","BUF","","","",""
"16939-29821","WR","Jordan","","Payton","0.4000000059604645","2","4500","PIT@CLE","CLE","PIT","","","",""
"16939-29830","WR","Shaq","","Evans","0","0","4500","NE@SF","NE","SF","","","",""
"16939-62600","WR","Joshua","","Stangby","0","0","4500","TEN@IND","IND","TEN","","","",""
"16939-25751","TE","Chris","","Pantale","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16939-62616","RB","Zach","","Zenner","5.3799999237060545","5","4500","JAC@DET","DET","JAC","","","",""
"16939-62617","TE","Khari","","Lee","0","1","4500","JAC@DET","DET","JAC","","","",""
"16939-62619","K","Andrew","","Franks","6.555555555555555","9","4500","MIA@LA","MIA","LA","","","",""
"16939-29854","TE","Kevin","","McDermott","0","16","4500","ARI@MIN","MIN","ARI","","","",""
"16939-62623","RB","John","","Crockett","1.0499999523162842","2","4500","GB@WAS","GB","WAS","IR","Shoulder","",""
"16939-62628","WR","DeAndre","","Carter","0","0","4500","NE@SF","NE","SF","","","",""
"16939-11431","TE","Jermaine","","Gresham","2.4333332909478083","9","4500","ARI@MIN","ARI","MIN","","","",""
"16939-62633","TE","Matt","","Lengel","0","0","4500","NE@SF","NE","SF","","","",""
"16939-29866","RB","Paul","","Perkins","4.450000127156575","6","4500","CHI@NYG","NYG","CHI","","","",""
"16939-25789","WR","Rashawn","","Scott","0","0","4500","MIA@LA","MIA","LA","","","",""
"16939-11457","WR","Arrelious","","Benn","2.512500047683716","8","4500","JAC@DET","JAC","DET","","","",""
"16939-62668","TE","John","","Peters","0","0","4500","BUF@CIN","CIN","BUF","","","",""
"16939-57556","TE","Jerome","","Cunningham","1.6499999364217122","6","4500","TEN@IND","TEN","IND","","","",""
"16939-62680","WR","Donteea","","Dye","2.470000076293945","10","4500","TB@KC","TB","KC","","","",""
"16939-22746","WR","Kashif","","Moore","0","0","4500","TB@KC","KC","TB","","","",""
"16939-34014","WR","Aaron","","Dobson","3.433333396911621","6","4500","JAC@DET","DET","JAC","","","",""
"16939-9442","WR","Brandon","","Tate","1.0750000476837158","8","4500","BUF@CIN","BUF","CIN","","","",""
"16939-22754","TE","Garrett","","Celek","4.214285714285714","7","4500","NE@SF","SF","NE","","","",""
"16939-28907","WR","Alex","","Erickson","0.2777777777777778","9","4500","BUF@CIN","CIN","BUF","","","",""
"16939-22767","WR","Brian","","Tyms","0","0","4500","TEN@IND","IND","TEN","","","",""
"16939-11504","WR","Andre","","Roberts","2.5111111534966364","9","4500","JAC@DET","DET","JAC","","","",""
"16939-12528","D","Cincinnati","","Bengals","5.222222222222222","9","4500","BUF@CIN","CIN","BUF","","","",""
"16939-24817","TE","Nick","","O'Leary","2.4833332697550454","6","4500","BUF@CIN","BUF","CIN","","","",""
"16939-39153","TE","Ifeanyi","","Momah","2","3","4500","ARI@MIN","ARI","MIN","IR","Wrist","",""
"16939-12530","D","Dallas","","Cowboys","5.222222222222222","9","4500","BAL@DAL","DAL","BAL","","","",""
"16939-22774","RB","Jonas","","Gray","4.100000108991351","7","4500","JAC@DET","JAC","DET","","","",""
"16939-11511","TE","Tony","","Moeaki","4.433333396911621","3","4500","CHI@NYG","CHI","NYG","","","",""
"16939-12540","D","Minnesota","","Vikings","11.11111111111111","9","4500","ARI@MIN","MIN","ARI","","","",""
"16939-43260","TE","Darion","","Griswold","0","0","4500","TEN@IND","IND","TEN","","","",""
"16939-32000","TE","Luke","","Willson","1.6","5","4500","PHI@SEA","SEA","PHI","","","",""
"16939-11522","WR","Marcus","","Easley","4.100000063578288","3","4500","BUF@CIN","BUF","CIN","NA","Kneecap","",""
"16939-34051","WR","Deshon","","Foxx","0","0","4500","PHI@SEA","SEA","PHI","","","",""
"16939-28933","WR","Jared","","Abbrederis","0.6499999761581421","2","4500","GB@WAS","GB","WAS","","","",""
"16939-30989","RB","Kenyan","","Drake","4.516666730244954","6","4500","MIA@LA","MIA","LA","","","",""
"16939-30990","RB","Jalston","","Fowler","1.899999976158142","1","4500","TEN@IND","TEN","IND","","","",""
"16939-24847","TE","Will","","Tye","4.111111111111111","9","4500","CHI@NYG","NYG","CHI","","","",""
"16939-11543","TE","Clay","","Harbor","1.7000000476837158","2","4500","JAC@DET","DET","JAC","","","",""
"16939-33047","WR","Chris","","Moore","1.037500023841858","8","4500","BAL@DAL","BAL","DAL","","","",""
"16939-55577","WR","Hunter","","Sharp","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16939-6427","K","Connor","","Barth","6","9","4500","CHI@NYG","CHI","NYG","","","",""
"16939-53532","WR","Roger","","Lewis","5.074999809265137","4","4500","CHI@NYG","NYG","CHI","","","",""
"16939-24862","WR","Rashad","","Greene Sr.","0.6166666746139526","6","4500","JAC@DET","JAC","DET","","","",""
"16939-25886","WR","Devin","","Street","1.25","2","4500","TEN@IND","IND","TEN","","","",""
"16939-45343","WR","Daniel","","Braverman","0","0","4500","CHI@NYG","CHI","NYG","","","",""
"16939-29991","RB","Bishop","","Sankey","4.183333396911621","12","4500","TB@KC","KC","TB","","","",""
"16939-31015","WR","DeAndrew","","White","1.399999976158142","2","4500","NE@SF","NE","SF","","","",""
"16939-11562","TE","Andrew","","Quarless","1.6999999682108562","3","4500","JAC@DET","DET","JAC","","","",""
"16939-24882","K","Roberto","","Aguayo","5.333333333333333","9","4500","TB@KC","TB","KC","","","",""
"16939-30012","WR","Kevin","","Smith","1.933333396911621","3","4500","PHI@SEA","SEA","PHI","","","",""
"16939-22849","TE","Cory","","Harkey","0.8499999841054281","6","4500","MIA@LA","LA","MIA","","","",""
"16939-27974","WR","Tevaun","","Smith","0","0","4500","TEN@IND","IND","TEN","","","",""
"16939-29003","RB","Ka'Deem","","Carey","2.4571429661342075","7","4500","CHI@NYG","CHI","NYG","","","",""
"16939-54612","RB","Lorenzo","","Taliaferro","2.5","1","4500","BAL@DAL","BAL","DAL","D","Thigh","",""
"16939-6488","WR","Dwayne","","Bowe","1.1142857415335519","7","4500","PIT@CLE","CLE","PIT","","","",""
"16939-54621","WR","Walt","","Powell","3.433333396911621","6","4500","BUF@CIN","BUF","CIN","Q","Hip","",""
"16939-48482","TE","David","","Morgan","0","0","4500","ARI@MIN","MIN","ARI","","","",""
"16939-22898","RB","Brandon","","Bolden","0.9666666984558105","3","4500","NE@SF","NE","SF","","","",""
"16939-11635","WR","Marc","","Mariani","0","10","4500","TEN@IND","TEN","IND","","","",""
"16939-38264","WR","Demarcus","","Robinson","0","0","4500","TB@KC","KC","TB","","","",""
"16939-28030","RB","Fitzgerald","","Toussaint","0.40000001589457196","6","4500","PIT@CLE","PIT","CLE","","","",""
"16939-11648","TE","Jim","","Dray","1.0111111534966364","9","4500","BUF@CIN","BUF","CIN","","","",""
"16939-54659","WR","Tony","","Washington","0.800000011920929","1","4500","JAC@DET","JAC","DET","","","",""
"16939-22920","TE","Derek","","Carrier","2.600000034679066","11","4500","GB@WAS","WAS","GB","","","",""
"16939-27020","RB","Glenn","","Gronkowski","0","0","4500","NE@SF","NE","SF","","","",""
"16939-55694","WR","Mike","","Thomas","0","3","4500","MIA@LA","LA","MIA","","","",""
"16939-22938","WR","Rod","","Streater","1.3166666825612385","6","4500","NE@SF","SF","NE","","","",""
"16939-29084","WR","Rashad","","Ross","0.6499999761581421","2","4500","GB@WAS","WAS","GB","","","",""
"16939-30108","WR","Marquess","","Wilson","6.0363637750799","11","4500","CHI@NYG","CHI","NYG","Q","Foot","",""
"16939-38301","TE","Darren","","Fells","2.6500000953674316","4","4500","ARI@MIN","ARI","MIN","","","",""
"16939-54690","WR","Freddie","","Martino","4.066666603088379","3","4500","TB@KC","TB","KC","","","",""
"16939-6566","RB","Chris","","Johnson","3.875","4","4500","ARI@MIN","ARI","MIN","IR","Groin","",""
"16939-54694","TE","Justin","","Perillo","1.375","4","4500","GB@WAS","GB","WAS","","","",""
"16939-6567","TE","David","","Johnson","1.3000000317891438","6","4500","PIT@CLE","PIT","CLE","","","",""
"16939-22958","RB","Bobby","","Rainey","4.600000063578288","6","4500","CHI@NYG","NYG","CHI","","","",""
"16939-22959","WR","Deonte","","Thompson","0.11249999701976776","8","4500","CHI@NYG","CHI","NYG","","","",""
"16939-34224","TE","Kennard","","Backman","0","7","4500","NE@SF","NE","SF","","","",""
"16939-25011","TE","Darren","","Waller","5.550000190734863","2","4500","BAL@DAL","BAL","DAL","","","",""
"16939-31157","WR","Cobi","","Hamilton","5.025000095367432","4","4500","PIT@CLE","PIT","CLE","","","",""
"16939-26038","TE","Tyler","","Kroft","2.366666634877523","6","4500","BUF@CIN","CIN","BUF","","","",""
"16939-28088","RB","Denard","","Robinson","1.2999999523162842","2","4500","JAC@DET","JAC","DET","","","",""
"16939-32185","RB","Zach","","Line","0.32499998807907104","4","4500","ARI@MIN","MIN","ARI","","","",""
"16939-26045","WR","Leonte","","Carroo","0.8000000317891439","3","4500","MIA@LA","MIA","LA","","","",""
"16939-33218","TE","Bryce","","Williams","0","0","4500","MIA@LA","LA","MIA","","","",""
"16939-6595","TE","Matt","","Spaeth","0.6666666666666666","3","4500","PIT@CLE","PIT","CLE","","","",""
"16939-10695","RB","Darrel","","Young","0.6888888676961263","9","4500","CHI@NYG","CHI","NYG","","","",""
"16939-26057","RB","Michael","","Burton","0","1","4500","JAC@DET","DET","JAC","","","",""
"16939-31184","RB","Jonathan","","Williams","1.875","4","4500","BUF@CIN","BUF","CIN","","","",""
"16939-21972","WR","Brian","","Quick","8.122222052680122","9","4500","MIA@LA","LA","MIA","","","",""
"16939-31191","WR","Mekale","","McKay","0","0","4500","TEN@IND","IND","TEN","","","",""
"16939-23003","TE","Phillip","","Supernaw","2.049999952316284","4","4500","TEN@IND","TEN","IND","","","",""
"16939-25052","RB","Zach","","Laskey","0","0","4500","MIA@LA","LA","MIA","IR","Undisclosed","",""
"16939-26076","RB","Sam","","Bergen","0","0","4500","TEN@IND","TEN","IND","","","",""
"16939-15838","TE","Erik","","Swoope","4.125","4","4500","TEN@IND","IND","TEN","","","",""
"16939-28126","TE","Paul","","Lang","0","0","4500","PIT@CLE","PIT","CLE","","","",""
"16939-21984","RB","Isaiah","","Pead","1.649999976158142","2","4500","MIA@LA","MIA","LA","","","",""
"16939-31207","TE","C.J.","","Uzomah","4.633333206176758","6","4500","BUF@CIN","CIN","BUF","D","Calf","",""
"16939-32234","RB","Malcolm","","Brown","1.6999999682108562","3","4500","MIA@LA","LA","MIA","","","",""
"16939-6636","K","Mike","","Nugent","7.888888888888889","9","4500","BUF@CIN","CIN","BUF","","","",""
"16939-28144","TE","Dion","","Sims","2.2333332697550454","6","4500","MIA@LA","MIA","LA","","","",""
"16939-34288","WR","Rannell","","Hall","0","1","4500","PIT@CLE","CLE","PIT","IR","Leg","",""
"16939-39411","TE","Gavin","","Escobar","6.699999809265137","1","4500","BAL@DAL","DAL","BAL","","","",""
"16939-45562","RB","Paul","","Lasike","0.36666667461395264","3","4500","CHI@NYG","CHI","NYG","","","",""
"16939-6653","RB","Jerome","","Felton","0.7999999863760812","7","4500","BUF@CIN","BUF","CIN","","","",""
"16939-29183","RB","D.J.","","Foster","1.0333333015441895","3","4500","NE@SF","NE","SF","","","",""
"16939-6660","RB","Donald","","Brown","6.950000127156575","6","4500","NE@SF","NE","SF","","","",""
"16939-39428","RB","Kyle","","Juszczyk","2.9444444444444446","9","4500","BAL@DAL","BAL","DAL","","","",""
"16939-6672","TE","Marcedes","","Lewis","3.3666665818956165","9","4500","JAC@DET","JAC","DET","","","",""
"16939-22034","WR","Chris","","Givens","3.7928570338657925","14","4500","PHI@SEA","PHI","SEA","","","",""
"16939-30228","WR","Tyler","","Murphy","2.0999999046325684","1","4500","MIA@LA","MIA","LA","","","",""
"16939-7706","TE","Chase","","Coffman","8.550000190734863","2","4500","TEN@IND","IND","TEN","","","",""
"16939-31261","RB","Tre","","Mason","3.269230769230769","13","4500","MIA@LA","LA","MIA","O","Personal","",""
"16939-22047","TE","Ladarius","","Green","4.5","1","4500","PIT@CLE","PIT","CLE","","","",""
"16939-31263","WR","Ricardo","","Louis","3.2874999046325684","8","4500","PIT@CLE","CLE","PIT","","","",""
"16939-32287","WR","Cayleb","","Jones","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16939-39455","RB","Kerwynn","","Williams","3.4666665395100913","6","4500","ARI@MIN","ARI","MIN","","","",""
"16939-22048","RB","Robert","","Turbin","4.199999809265137","8","4500","TEN@IND","IND","TEN","","","",""
"16939-22051","TE","Orson","","Charles","0","0","4500","JAC@DET","DET","JAC","","","",""
"16939-31269","RB","Corey","","Grant","2","4","4500","JAC@DET","JAC","DET","","","",""
"16939-7718","RB","Cedric","","Peerman","0","4","4500","BUF@CIN","CIN","BUF","IR","Elbow","",""
"16939-22054","WR","Jarius","","Wright","3.299999952316284","2","4500","ARI@MIN","MIN","ARI","","","",""
"16939-6702","K","Phil","","Dawson","7.444444444444445","9","4500","NE@SF","SF","NE","","","",""
"16939-22063","WR","Keshawn","","Martin","-2","1","4500","NE@SF","SF","NE","","","",""
"16939-25135","WR","Marcus","","Leak","0","0","4500","TEN@IND","IND","TEN","","","",""
"16939-31280","K","Cody","","Parkey","6.5","8","4500","PIT@CLE","CLE","PIT","","","",""
"16939-22065","TE","Rhett","","Ellison","2.950000047683716","4","4500","ARI@MIN","MIN","ARI","","","",""
"16939-29237","WR","Chris","","Harper","0","1","4500","NE@SF","SF","NE","","","",""
"16939-30261","K","Caleb","","Sturgis","10.666666666666666","9","4500","PHI@SEA","PHI","SEA","","","",""
"16939-32309","TE","M.J.","","McFarland","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16939-28226","WR","Aaron","","Burbridge","0.25","4","4500","NE@SF","SF","NE","","","",""
"16939-72262","TE","Nick","","Truesdell","0","0","4500","TEN@IND","IND","TEN","","","",""
"16939-12872","RB","James","","Develin","0","1","4500","NE@SF","NE","SF","","","",""
"16939-6732","RB","DeAngelo","","Williams","9.742856706891741","7","4500","PIT@CLE","PIT","CLE","O","Knee","",""
"16939-31308","WR","Quan","","Bray","0.9666666984558105","6","4500","TEN@IND","IND","TEN","IR","Ankle","",""
"16939-7761","TE","Jared","","Cook","2.7666667302449546","3","4500","GB@WAS","GB","WAS","Q","Ankle","",""
"16939-6742","TE","Brent","","Celek","2.3600000381469726","5","4500","PHI@SEA","PHI","SEA","","","",""
"16939-28246","WR","Isaac","","Fruechte","0","0","4500","ARI@MIN","MIN","ARI","","","",""
"16939-39512","RB","Kendall","","Gaskins","3.674999952316284","4","4500","NE@SF","SF","NE","","","",""
"16939-28249","RB","David","","Cobb","2.9857142312186107","7","4500","CHI@NYG","CHI","NYG","","","",""
"16939-30297","TE","Trey","","Burton","3.8000000544956754","7","4500","PHI@SEA","PHI","SEA","","","",""
"16939-22109","K","Greg","","Zuerlein","7.5","8","4500","MIA@LA","LA","MIA","","","",""
"16939-22110","K","Blair","","Walsh","6.333333333333333","9","4500","ARI@MIN","MIN","ARI","","","",""
"16939-31329","WR","Russell","","Shepard","6.040000152587891","5","4500","TB@KC","TB","KC","","","",""
"16939-30307","RB","Mack","","Brown","0","0","4500","GB@WAS","WAS","GB","","","",""
"16939-12903","WR","Andrew","","Hawkins","5.3700000762939455","10","4500","PIT@CLE","CLE","PIT","","","",""
"16939-29290","WR","Bryce","","Treggs","7.900000095367432","1","4500","PHI@SEA","PHI","SEA","","","",""
"16939-22123","TE","James","","Hanna","1.5499999523162842","8","4500","BAL@DAL","DAL","BAL","NA","Knee","",""
"16939-38509","RB","Wendell","","Smallwood","4.050000190734863","8","4500","PHI@SEA","PHI","SEA","","","",""
"16939-6767","K","Ryan","","Succop","7.3","10","4500","TEN@IND","TEN","IND","","","",""
"16939-11890","WR","Bryan","","Walters","2.133333365122477","3","4500","JAC@DET","JAC","DET","Q","Concussion","",""
"16939-38514","WR","Kevin","","White","7.275000095367432","4","4500","CHI@NYG","CHI","NYG","IR","Lower leg","",""
"16939-30326","RB","Keith","","Marshall","0","0","4500","GB@WAS","WAS","GB","IR","Elbow","",""
"16939-7801","TE","Brandon","","Myers","2.5799999237060547","5","4500","TB@KC","TB","KC","","","",""
"16939-6778","TE","Anthony","","Fasano","2.914285659790039","7","4500","TEN@IND","TEN","IND","","","",""
"16939-38523","TE","Geoff","","Swaim","1.6499999364217122","6","4500","BAL@DAL","DAL","BAL","IR","Pectoral","",""
"16939-7806","RB","Darren","","McFadden","10.981249809265137","16","4500","BAL@DAL","DAL","BAL","O","Elbow","",""
"16939-21123","TE","Larry","","Donnell","4.1400001525878904","5","4500","CHI@NYG","NYG","CHI","","","",""
"16939-25225","WR","Quinshad","","Davis","0","0","4500","JAC@DET","DET","JAC","","","",""
"16939-33418","TE","Alan","","Cross","0.3333333333333333","3","4500","TB@KC","TB","KC","","","",""
"16939-33424","WR","Mose","","Frazier","0","0","4500","NE@SF","SF","NE","","","",""
"16939-31378","WR","Kadron","","Boone","0","0","4500","CHI@NYG","NYG","CHI","","","",""
"16939-28311","TE","MarQueis","","Gray","3.5999999046325684","4","4500","MIA@LA","MIA","LA","","","",""
"16939-6810","K","Dan","","Carpenter","6.777777777777778","9","4500","BUF@CIN","BUF","CIN","","","",""
"16939-32410","RB","Trey","","Williams","1.2000000476837158","1","4500","TEN@IND","IND","TEN","","","",""
"16939-45723","TE","Crockett","","Gillmore","3.4200000762939453","5","4500","BAL@DAL","BAL","DAL","O","Thigh","",""
"16939-29340","WR","Josh","","Huff","3.8142858232770647","7","4500","TB@KC","TB","KC","","","",""
"16939-29351","WR","De'Anthony","","Thomas","1.2000000476837158","4","4500","TB@KC","KC","TB","","","",""
"16939-22188","RB","Daryl","","Richardson","0.3499999940395355","2","4500","PIT@CLE","PIT","CLE","","","",""
"16939-46767","TE","Je'Ron","","Hamm","0","1","4500","NE@SF","SF","NE","","","",""
"16939-7856","WR","Matthew","","Slater","0.16666666666666666","3","4500","NE@SF","NE","SF","","","",""
"16939-22198","WR","Brittan","","Golden","0.9750000238418579","4","4500","ARI@MIN","ARI","MIN","","","",""
"16939-31417","WR","James","","Wright","0.8399999618530274","5","4500","BUF@CIN","CIN","BUF","","","",""
"16939-28346","TE","Maxx","","Williams","4.066666603088379","12","4500","BAL@DAL","BAL","DAL","IR","Knee","",""
"16939-70335","TE","Seth","","DeValve","5","2","4500","PIT@CLE","CLE","PIT","","","",""
"16939-39615","TE","Brandon","","Williams","2.0999999046325684","1","4500","PHI@SEA","SEA","PHI","","","",""
"16939-33473","WR","Chris","","Brown","0","0","4500","BAL@DAL","DAL","BAL","","","",""
"16939-70342","TE","Temarrick","","Hemingway","0","0","4500","MIA@LA","LA","MIA","","","",""
"16939-6857","RB","Justin","","Forsett","5.040000152587891","5","4500","JAC@DET","DET","JAC","","","",""
"16939-27338","RB","Rex","","Burkhead","1.350000023841858","4","4500","BUF@CIN","CIN","BUF","","","",""
"16939-31435","TE","Nic","","Jacobs","0.36666667461395264","3","4500","BAL@DAL","BAL","DAL","","","",""
"16939-30412","WR","Tavarres","","King","0.550000011920929","2","4500","CHI@NYG","NYG","CHI","","","",""
"16939-16078","TE","Ross","","Travis","0.75","4","4500","TB@KC","KC","TB","","","",""
"16939-33488","TE","Troy","","Niklas","0.25","2","4500","ARI@MIN","ARI","MIN","IR","Wrist","",""
"16939-47828","RB","Antonio","","Andrews","0.5","3","4500","TEN@IND","TEN","IND","","","",""
"16939-6870","TE","Vernon","","Davis","7.900000095367432","8","4500","GB@WAS","WAS","GB","","","",""
"16939-29404","RB","Byron","","Marshall","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16939-30428","WR","Malcolm","","Mitchell","2.1666666666666665","6","4500","NE@SF","NE","SF","","","",""
"16939-40669","WR","Tyler","","Boyd","4.588888804117839","9","4500","BUF@CIN","CIN","BUF","","","",""
"16939-45791","WR","Rashard","","Higgins","1.0500000317891438","6","4500","PIT@CLE","CLE","PIT","","","",""
"16939-39649","RB","Benny","","Cunningham","3.0875000953674316","8","4500","MIA@LA","LA","MIA","","","",""
"16939-32483","WR","Josh","","Boyce","0","0","4500","PIT@CLE","CLE","PIT","","","",""
"16939-22244","TE","Beau","","Brinkley","0","16","4500","TEN@IND","TEN","IND","","","",""
"16939-70373","TE","Mike","","Miller","0","0","4500","TEN@IND","IND","TEN","","","",""
"16939-70372","WR","Chester","","Rogers","3.0142857687813893","7","4500","TEN@IND","IND","TEN","","","",""
"16939-44784","RB","Darius","","Jackson","0","0","4500","BAL@DAL","DAL","BAL","","","",""
"16939-45809","TE","Kivon","","Cartwright","0","0","4500","TB@KC","TB","KC","","","",""
"16939-47861","TE","Mitchell","","Henry","0","2","4500","BAL@DAL","BAL","DAL","","","",""
"16939-44791","RB","Bronson","","Hill","0","0","4500","JAC@DET","JAC","DET","","","",""
"16939-6904","WR","Devin","","Hester","-0.25","8","4500","BAL@DAL","BAL","DAL","","","",""
"16939-33531","TE","Ben","","Koyack","5.800000190734863","2","4500","JAC@DET","JAC","DET","","","",""
"16939-38651","TE","Beau","","Sandland","0","0","4500","GB@WAS","GB","WAS","","","",""
"16939-6910","K","Robbie","","Gould","4","3","4500","CHI@NYG","NYG","CHI","","","",""
"16939-39678","TE","E.J.","","Bibbs","0.6000000238418579","2","4500","PIT@CLE","CLE","PIT","","","",""
"16939-47870","TE","Tyler","","Higbee","1.0399999618530273","5","4500","MIA@LA","LA","MIA","","","",""
"16939-27403","TE","Blake","","Bell","0.6666666666666666","3","4500","NE@SF","SF","NE","","","",""
"16939-25356","TE","Benson","","Browne","0","0","4500","MIA@LA","LA","MIA","","","",""
"16939-7953","WR","Vincent","","Jackson","4.959999847412109","5","4500","TB@KC","TB","KC","IR","Knee","",""
"16939-22292","RB","Lance","","Dunbar","3","5","4500","BAL@DAL","DAL","BAL","","","",""
"16939-28437","TE","Danny","","Vitale","0","0","4500","PIT@CLE","CLE","PIT","","","",""
"16939-12055","TE","Logan","","Paulsen","0.6","5","4500","CHI@NYG","CHI","NYG","","","",""
"16939-33571","RB","George","","Atkinson III","0","6","4500","PIT@CLE","CLE","PIT","","","",""
"16939-31524","WR","Cody","","Core","0","0","4500","BUF@CIN","CIN","BUF","","","",""
"16939-29477","TE","Connor","","Hamlett","8.199999809265137","1","4500","PIT@CLE","CLE","PIT","","","",""
"16939-32551","WR","Kolby","","Listenbee","0","0","4500","BUF@CIN","BUF","CIN","O","Pelvis","",""
"16939-26411","TE","Ryan","","Malleck","0","0","4500","CHI@NYG","NYG","CHI","","","",""
"16939-70444","WR","Paul","","McRoberts","0","0","4500","MIA@LA","LA","MIA","","","",""
"16939-10030","WR","Harry","","Douglas","3.9666665395100913","3","4500","TEN@IND","TEN","IND","","","",""
"16939-32564","WR","Josh","","Doctson","3.799999952316284","2","4500","GB@WAS","WAS","GB","IR","Achilles","",""
"16939-70457","TE","Cole","","Wick","0.9333333174387614","3","4500","JAC@DET","DET","JAC","IR","Knee","",""
"16939-22336","WR","Joshua","","Bellamy","1.2833333015441895","6","4500","CHI@NYG","CHI","NYG","","","",""
"16939-15178","RB","Chase","","Reynolds","0","2","4500","MIA@LA","LA","MIA","","","",""
"16939-41806","WR","Laquon","","Treadwell","0.6666666666666666","3","4500","ARI@MIN","MIN","ARI","","","",""
"16939-47953","WR","Lucky","","Whitehead","1.2777777777777777","9","4500","BAL@DAL","DAL","BAL","","","",""
"16939-70489","TE","Ben","","Braunecker","1.2999999523162842","1","4500","CHI@NYG","CHI","NYG","","","",""
"16939-44893","RB","Roosevelt","","Nix","0.8666666348775228","3","4500","PIT@CLE","PIT","CLE","","","",""
"16939-70501","RB","C.J.","","Ham","0","0","4500","ARI@MIN","MIN","ARI","","","",""
"16939-25463","WR","Canaan","","Severin","0","0","4500","PIT@CLE","PIT","CLE","IR","Undisclosed","",""
"16939-32632","WR","Bradley","","Marquez","0.7400000095367432","5","4500","MIA@LA","LA","MIA","","","",""
"16939-28545","RB","Rod","","Smith","0.44999998807907104","2","4500","BAL@DAL","DAL","BAL","","","",""
"16939-30598","TE","Busta","","Anderson","0","0","4500","CHI@NYG","CHI","NYG","","","",""
"16939-23435","TE","Andrew","","DePaola","0","16","4500","TB@KC","TB","KC","","","",""
"16939-40843","RB","Alex","","Collins","2.0333333015441895","6","4500","PHI@SEA","SEA","PHI","","","",""
"16939-19342","TE","Demetrius","","Harris","1.4444444444444444","9","4500","TB@KC","KC","TB","","","",""
"16939-29583","TE","Randall","","Telfer","0.06666666766007741","3","4500","PIT@CLE","CLE","PIT","","","",""
"16939-29592","TE","Xavier","","Grimble","2.971428462437221","7","4500","PIT@CLE","PIT","CLE","Q","Quadriceps","",""
"16939-70553","WR","Kieran","","Duncan","0","0","4500","CHI@NYG","CHI","NYG","","","",""
"16939-28570","TE","Nick","","Vannett","0.6000000238418579","2","4500","PHI@SEA","SEA","PHI","","","",""
"16939-33691","RB","Orleans","","Darkwa","6.324999809265137","4","4500","CHI@NYG","NYG","CHI","Q","Lower leg","",""
"16939-32674","TE","Jace","","Amaro","7.400000095367432","1","4500","TEN@IND","TEN","IND","","","",""
